Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Cassava___bacterial_blight_1.jpg,Cassava___bacterial_blight,2454.9851131889764,3120.7182714365426,2290.861835629921,3049.44900489801,0.07993666769713206,0.06729876661871735,0.07703040888130877,0.06540662740458897,30.717519685039377,35.78454956909914,29.274852362204726,35.51559303118607,9.069235459998035,9.186756533729017,9.034168514236352,9.177687157726222,0.0001636017676332228,0.00014113879055459769,0.0001685458082830228,0.0001426917727665203,0.012790690662869727,0.011880184786214299,0.012982519334975889,0.011945366162931981,0.7736725401089511,0.7129498050245907,0.7887932643821258,0.7195114734523901
Cassava___bacterial_blight_2.jpg,Cassava___bacterial_blight,2187.926365649606,2845.7187054374112,2544.59313484252,3143.6831793663587,0.059521846554946106,0.046501569628266196,0.050968960126701573,0.044905031086161194,31.289923720472437,36.8226796453593,34.80561023622048,39.07024614049228,9.11364057636221,9.235249595936462,9.202935315709272,9.274830245510893,0.00014297416290145077,0.0001234928379708579,0.00012829908472316947,0.00011870703882768049,0.011957180390938776,0.01111273314584931,0.011326918589058961,0.010895275986760523,0.7989869954321284,0.7386526435110159,0.7662026173162855,0.7112805557382114
Cassava___bacterial_blight_3.jpg,Cassava___bacterial_blight,1678.4325787401576,2408.218054436109,1859.9012672244094,2233.54634509269,0.08765502922585179,0.06378302479333053,0.07524012296297475,0.06382095999870649,26.756889763779526,33.50964101928204,29.253383366141733,32.70463140926281,8.94038387832354,9.093937138883383,9.014583469757717,9.093430144443932,0.0002964399849698137,0.00023194404377524733,0.0002631921157397002,0.0002307466329856089,0.017217432589379106,0.01522970924788938,0.016223196840934286,0.015190346703930392,0.8460744027174437,0.7789497786152725,0.8295848931867482,0.7949970780365128
Cassava___bacterial_blight_4.jpg,Cassava___bacterial_blight,2771.727792814961,3711.8133176266356,3086.1231545275587,3610.7585715171435,0.07369852873877321,0.05556071267000773,0.06845628676307644,0.06041591956321292,33.42661171259844,40.68045136090272,35.61146653543307,39.40572881145762,9.002713271336631,9.156044380826255,9.051877593439448,9.125551516631628,0.00017698076167636716,0.00014409483837877715,0.00016662533325066648,0.00015289571158223476,0.013303411655525328,0.01200395094869923,0.012908343551775591,0.01236510054881216,0.7446206326767846,0.657757349707146,0.7158747714914931,0.667079034218065
Cassava___bacterial_blight_5.jpg,Cassava___bacterial_blight,2476.290231299213,3241.683179366358,2471.404527559055,2993.893483786968,0.09402220434186785,0.0762051475193202,0.09651549905053643,0.08392359446050891,30.772391732283467,36.495876991753974,30.411417322834644,34.77785355570711,8.201179074092318,8.348351826312191,8.18404108409173,8.298360747364285,0.0004581553352559832,0.0003970867883455649,0.000467655537361856,0.0004149057216212269,0.021404563421289,0.019927036617258594,0.02162534479174508,0.020369234684229718,0.7704196035072303,0.6977467576156269,0.7704827985412257,0.7208338845162829
Cassava___bacterial_blight_6.jpg,Cassava___bacterial_blight,5456.17439714567,6087.008742017484,4463.46216781496,5877.415462830927,0.04451500538209385,0.04026012449514478,0.05424522751680018,0.04032436240746545,51.822773129921266,55.6230392460785,45.49538631889764,54.23175646351293,9.561821678243476,9.601267472913195,9.48511430903166,9.57723553388462,9.205792337365928e-05,8.692087568315504e-05,0.00010368862290458954,9.040547562154088e-05,0.009594682036089538,0.009323136579668618,0.010182761064887535,0.009508179406255483,0.49685216179716,0.43829308688783514,0.5883430140967076,0.4576551883948148
Cassava___bacterial_blight_7.jpg,Cassava___bacterial_blight,2941.5372170275596,3727.7233554467107,3123.430917814961,3715.9768739537485,0.06961990691840364,0.05654787526934968,0.06948307044213592,0.05574622329541522,36.40864911417323,42.46289292578586,37.6810408464567,42.619939239878484,9.148121942586894,9.243859418245862,9.154834186384768,9.259040803417236,0.00016343715548759226,0.00013893616974412323,0.00015718000186000375,0.00013712179448662948,0.012784254201461745,0.011787118805888199,0.01253714488470177,0.011709901557512321,0.7259840811007882,0.6527831973646951,0.7086141047277076,0.6538710873725104
Cassava___bacterial_blight_8.jpg,Cassava___bacterial_blight,6688.868294783464,7384.104718209437,7138.038385826771,7813.728067456135,0.02385262525136261,0.021782453775889624,0.021356331554413636,0.02078260469835525,62.386134350393704,66.750759501519,65.08759842519684,69.03800607601215,9.606124720797585,9.62888965686162,9.631782311401924,9.636047811463811,7.848971996772117e-05,7.669963879824841e-05,7.613406340093928e-05,7.594813379223139e-05,0.008859442418556665,0.008757832996709198,0.0087254835625849,0.008714822648352138,0.3832200178970214,0.31897968889129646,0.3416474144883009,0.279290689904523
Cassava___bacterial_blight_9.jpg,Cassava___bacterial_blight,2763.4411294291344,3527.1164362328727,2663.4293799212596,3276.37894475789,0.06757558001834435,0.05094533844188352,0.06267810521294309,0.05711867644973158,34.62014025590552,40.79973959947921,34.35629921259842,38.6729493458987,9.310345989694044,9.439884747039368,9.304853824937936,9.375046224414293,0.00011983385783177819,0.000100165430661322,0.00011884240077073904,0.00011002917411625635,0.010946865205700589,0.010008268114979834,0.01090148617257019,0.01048947921091683,0.7447402221749175,0.6747602244165237,0.7541845023957493,0.6978968571203935
Cassava___bacterial_blight_10.jpg,Cassava___bacterial_blight,2613.063361220473,3384.0237460474923,1837.1614788385828,2785.0536301072607,0.06293227603130178,0.05492657269364162,0.08597871352697611,0.05466712813918918,34.028420275590555,39.127596255192515,26.31735974409449,35.947051894103794,9.302330154755765,9.37764021661744,9.103499826639137,9.34612702787436,0.00011855669463292054,0.00010830897723547571,0.00015090392729613582,0.0001116263625050035,0.0108883742878779,0.010407159902465019,0.012284295962574975,0.01056533778470918,0.7592306211590645,0.6881231010202328,0.830894120418606,0.7433295318569995
