Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Cassava___bacterial_blight_1.jpg,Cassava___bacterial_blight,998.9198449803146,1430.0780581561162,882.3003813976376,1358.039804079608,0.6711806087803781,0.5663574941909834,0.7027799050209066,0.5657176014948617,11.736035925196848,16.123566247132494,10.240834153543304,15.656023312046626,4.8441941407048885,5.190939297041384,4.7083113326849855,5.193210279985195,0.17543822856200397,0.16264859747773933,0.17906065127315796,0.16543965247394807,0.4188534690819738,0.4032971577853473,0.42315558754807664,0.4067427349983624,0.8732690696171256,0.8187639701718672,0.888002509556549,0.827893709580942
Cassava___bacterial_blight_2.jpg,Cassava___bacterial_blight,1138.292999507874,1805.4008308016612,1278.8029650590552,1925.356376712753,0.7023842763499841,0.5776223525796906,0.7025581534073271,0.5728407844144212,10.597625492125985,16.293880587761173,11.601685531496063,17.098332196664394,4.732585917979366,5.199086511938928,4.742351927725531,5.223162810075387,0.17770617712866285,0.16468187595684503,0.17594195686438255,0.1630244825992782,0.42155210487988654,0.4058101476760346,0.4194543561156357,0.4037629039415065,0.9197507933249186,0.872670126759032,0.9098040010761281,0.864208017200084
Cassava___bacterial_blight_3.jpg,Cassava___bacterial_blight,1101.736281988189,1757.1018662037327,1090.593380905512,1644.0215140430282,0.7514407512414536,0.6668973662901817,0.7652399086943968,0.6623251287042609,9.041646161417322,13.569595139190278,8.8125,13.12685225370451,3.904374841710995,4.216725293526448,3.87527116095552,4.214436844847198,0.26357889751912306,0.2481731941577839,0.26390865727288104,0.24925451952708108,0.513399354809804,0.4981698446893227,0.5137204076858161,0.49925396295580976,0.9380824799844432,0.9013954370136313,0.9387282993572902,0.9077426546100584
Cassava___bacterial_blight_4.jpg,Cassava___bacterial_blight,879.8071481299212,1429.6560233120467,924.9974778543308,1289.9849339698678,0.6253881133423183,0.4729229916579344,0.628447676963112,0.4829118382947752,10.727546751968504,16.432388864777728,10.958599901574804,15.344100688201372,5.70284741812629,6.2469376360933335,5.687111653484716,6.206724475063929,0.08639354565086084,0.0764492992188911,0.08682324957423353,0.07884107441598226,0.2939277898580889,0.27649466399713957,0.29465785170979836,0.28078652819532185,0.9112961674454091,0.8556575397451445,0.9068587925903103,0.8697518945553568
Cassava___bacterial_blight_5.jpg,Cassava___bacterial_blight,414.24212598425197,747.6847913695827,473.4069266732283,638.8509517019036,0.9646516580796425,0.9472995214406396,0.9640122261372337,0.9482483655037811,3.009104330708661,5.084754169508339,3.3397514763779528,4.5943951887903784,0.6313968940022294,0.6853479805824187,0.6290703611561022,0.6720526874888045,0.8735122486724465,0.8661866707452184,0.8742015951439128,0.8687271017049323,0.9346187718382541,0.9306915013822885,0.9349874839504071,0.9320553104322362,0.8839678671812057,0.7849624352369247,0.864210051563217,0.8160667595392076
Cassava___bacterial_blight_6.jpg,Cassava___bacterial_blight,1094.7722071850392,1640.9823299646603,918.4476500984252,1538.5736251472504,0.7045629032521055,0.5842056015602365,0.717944594925705,0.5898363873533219,12.435716043307085,18.235600471200943,10.923535925196852,17.24285448570897,4.590751933994138,5.019058406471919,4.5291302169171255,4.993371559106773,0.2123029520717244,0.1936467509242291,0.21933152362398475,0.19643490368882902,0.4607634448084227,0.4400531228434007,0.46832843563463533,0.4432097739094085,0.8844662396735632,0.8270720750005979,0.9031123465435363,0.8378639796436737
Cassava___bacterial_blight_7.jpg,Cassava___bacterial_blight,648.9736712598426,900.8704197408392,577.7108144685039,1018.1235662471327,0.8427328844772619,0.7844689298263962,0.8495354930980594,0.7810815200226113,6.81200787401575,9.355880711761422,6.2463705708661434,10.271002542005085,2.535051772685519,2.7331712822277408,2.513791913612082,2.760709245380854,0.5294658351767876,0.5151007127607907,0.5303725850981981,0.5114595057139772,0.7276440305374514,0.71770517119552,0.7282668364673748,0.7151639712079861,0.9223319695683333,0.8926480677490715,0.930937562217733,0.8786673736953228
Cassava___bacterial_blight_8.jpg,Cassava___bacterial_blight,1235.6726747047246,1904.726145452291,1347.730191929134,2113.6528613057226,0.7383862035395984,0.6111325188120609,0.7307652068658405,0.606099628690537,13.732837106299213,20.904085808171615,14.741756889763781,22.396490792981588,4.222859837591917,4.706636805563617,4.265269121441817,4.737077278699181,0.2415845389552107,0.21848990154673223,0.23696022239456588,0.21356011904162195,0.4915125013213913,0.46742903370108735,0.4867856020822369,0.46212565287118823,0.8590234648011853,0.7826275589894723,0.8462387755313975,0.7587813395576453
Cassava___bacterial_blight_9.jpg,Cassava___bacterial_blight,907.7353592519687,1453.0300700601401,879.8288631889765,1301.9175398350797,0.8169824232870531,0.7354417632702857,0.8144684385512739,0.7394378269662036,8.707308070866143,13.389918779837558,8.410925196850394,12.164920329840662,3.011300115193495,3.298928175195834,3.004164310412504,3.2688330264783065,0.439689928085911,0.42096591180596327,0.4424564508919057,0.4245013238615973,0.6630911913801231,0.6488188590091716,0.6651740004629658,0.6515376611229755,0.908970328320373,0.8546033124501186,0.9115811618899446,0.8697243080817476
Cassava___bacterial_blight_10.jpg,Cassava___bacterial_blight,935.2909694881889,1272.3656767313535,603.5904896653543,1190.9528799057598,0.6235400720002462,0.4802309191763069,0.6484803594451598,0.4824434593020454,11.860482283464567,15.970859941719883,8.64929872047244,15.483972967945936,5.743714867307045,6.259784903035433,5.602897622045626,6.239173660113375,0.09252180040004612,0.08507090868729449,0.0971627219743697,0.08633732147494061,0.3041739640403927,0.29166917678646553,0.31170935496768415,0.29383213145423803,0.9068338577698757,0.8731524349780789,0.9398980851050137,0.8812734990393822
Cassava___bacterial_blight_11.jpg,Cassava___bacterial_blight,832.2647637795278,1053.6058032116064,527.6654773622048,1082.1499162998325,0.8697295521228868,0.8167781055160923,0.8716452323825498,0.8160740863058931,7.728469488188977,10.06497612995226,5.773252952755907,10.38303676607353,2.111907103502086,2.272026405258342,2.080474767692394,2.2851154150838244,0.5970817157698771,0.5866448869112011,0.6068038509978388,0.5860750692919325,0.772710628741366,0.7659274684401919,0.7789761556028778,0.7655553992311285,0.8849790580760861,0.8548427324203093,0.9274051076141503,0.8509101558829146
Cassava___bacterial_blight_12.jpg,Cassava___bacterial_blight,671.7728838582676,1062.6744993489988,818.9257504921258,1244.0609461218924,0.7809863655767678,0.6757909791767647,0.7720408045418488,0.6688752960512274,8.434793307086613,13.069936139872283,9.82941683070866,14.641763283526569,3.4995824020152475,3.887148997124617,3.547266271410517,3.9255500453342544,0.3263148851126803,0.3057372206256598,0.32023273311683337,0.29679145879464813,0.5712397790006227,0.5529350962144289,0.5658910965166649,0.5447856998808321,0.8925062504853049,0.8300525936060378,0.8687074485661338,0.8010445048611268
