Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Cassava___bacterial_blight_1.jpg,Cassava___bacterial_blight,311.4099409448819,466.2910285820572,282.0049212598426,433.7156674313349,0.31572195719578594,0.31142864402169873,0.3370846114726604,0.30386674185061063,8.936146653543307,11.28650257300515,8.302780511811026,11.114266228532458,8.22857272357152,8.351249921478882,8.144309883129033,8.370656170717302,0.0005809881614880417,0.0005831025364078132,0.0006595573493881365,0.0005677130208498125,0.024103696013019284,0.02414751615400253,0.025681848636500772,0.02382672912612666,0.9079889510161229,0.8625182070750684,0.9166072270754901,0.8721182490708359
Cassava___bacterial_blight_2.jpg,Cassava___bacterial_blight,157.46401328740163,240.30268460536928,179.65237450787401,288.2897885795772,0.3586105256264358,0.3401776112120911,0.34569347867293043,0.3237846256855675,6.519992618110237,8.330460660921323,7.064653051181102,9.20763841527683,8.010287656040784,8.1565233791529,8.082184824095307,8.247214245732268,0.0007743639144504855,0.0007519874299467119,0.0007346129194211513,0.0006817342049340928,0.027827395035297242,0.027422389209306907,0.027103743642182557,0.026110040308932745,0.949619035097349,0.9231504409393098,0.9425763200486125,0.9077940716111055
Cassava___bacterial_blight_3.jpg,Cassava___bacterial_blight,232.95127952755905,401.95783991567987,250.08772145669292,354.95176390352776,0.3539717985894542,0.3368278660829808,0.357895975848763,0.32927709391361193,8.190452755905511,10.841589683179366,8.41486220472441,10.468782937565873,8.076646416214135,8.220439805542869,8.075735545974291,8.227447233836433,0.0009240796069482764,0.0008850191920732283,0.0009657813505080134,0.0008193864735426164,0.030398677717102703,0.02974927212678032,0.031077022870732218,0.0286249274853687,0.9542871389835222,0.9208860600960612,0.950938706250539,0.930140920829885
Cassava___bacterial_blight_4.jpg,Cassava___bacterial_blight,200.62629183070865,329.72719945439883,208.92968750000006,283.91797383594763,0.33576655592145827,0.30563283408256553,0.3294901147775581,0.32952393319427165,7.629736712598424,10.22258044516089,7.857221948818899,9.293880587761175,8.105779010050757,8.295805346283498,8.125732933054525,8.199941074532006,0.0007632421881054699,0.0006858127052480774,0.0007549396812660816,0.0007880731242893445,0.027626838185095846,0.02618802598990763,0.02747616569439924,0.028072640137495875,0.9327230983647615,0.8890460687812541,0.9299239691016449,0.9044601721881733
Cassava___bacterial_blight_5.jpg,Cassava___bacterial_blight,168.9983390748032,296.6213032426065,187.04656742125988,222.3529047058094,0.4216266777713823,0.39982625756971135,0.44590494607061026,0.40928205306599574,5.530696358267718,7.213032426064851,5.330031988188978,6.4237088474176955,7.2658289859893,7.396454643607876,7.1573533270634195,7.348795270233833,0.0021120778935893817,0.0019594253336934963,0.0023571588891224664,0.0020548856895345386,0.045957348635331234,0.04426539657219278,0.048550580728993,0.04533084699776234,0.9307947492655028,0.87618248849787,0.922456318827109,0.9071231786954481
Cassava___bacterial_blight_6.jpg,Cassava___bacterial_blight,318.5329724409449,476.4186868373737,281.77454478346453,430.6231632463265,0.30697583675780105,0.30557517476991447,0.3281582972388345,0.31242068612519835,10.593873031496063,13.027280054560109,9.571911909448819,12.222022444044889,8.393353436754056,8.475878391419425,8.294672238329357,8.43319147873083,0.0006299441920172903,0.0006429884519512359,0.0007038739663416827,0.0006835082180301382,0.025098689049774896,0.025357216959895974,0.02653062318042459,0.026143990093903766,0.905185372360517,0.857887269575503,0.9160281395780316,0.8715635371615746
Cassava___bacterial_blight_7.jpg,Cassava___bacterial_blight,334.2551673228346,478.84171368342743,298.09688730314963,503.1814743629487,0.3356985842179474,0.3238745100765856,0.3522535128414965,0.32520033496908934,9.163016732283465,11.311302622605247,8.54595226377953,11.519623039246076,8.154881979578077,8.266023172830984,8.083617026564193,8.263000349584601,0.0008409031710641548,0.0007471305165190777,0.00088326714739367,0.0007846211984816552,0.028998330487532465,0.027333688308003326,0.029719810689061765,0.02801109063356254,0.9415337254779169,0.9164734296427239,0.9478292890541272,0.9122256824442008
Cassava___bacterial_blight_8.jpg,Cassava___bacterial_blight,206.58784448818898,298.0754541509083,229.52196112204726,332.0344100688201,0.3379823647867001,0.3227647945552969,0.3276171722203465,0.31558600330583697,8.819020669291337,10.836815673631346,9.326587106299213,11.488808977617953,8.023435521689468,8.141668916713169,8.075799882621336,8.172956259833992,0.000963476780469186,0.0009224233836898447,0.0009100800061951685,0.000905194506774406,0.0310399223657081,0.03037142380083365,0.030167532318623087,0.0300864505512765,0.883184632729046,0.8305270773315426,0.8697076681034931,0.8112124133863043
Cassava___bacterial_blight_9.jpg,Cassava___bacterial_blight,278.2026328740158,449.12889825779655,262.8896407480315,376.93601587203176,0.32830868205802455,0.2977247457740624,0.3257227176231665,0.3137253650430345,8.626353346456694,11.543059086118173,8.481791338582678,10.484282968565939,8.324191650269881,8.511187756209221,8.320102817677082,8.435982269940485,0.0005965203580797788,0.0005233069552257277,0.000608756527571649,0.0005906983107908804,0.024423766255018468,0.022875903375074124,0.024672991865026198,0.024304285852311737,0.9378292985475396,0.8999212686800495,0.9412948777605998,0.9160120535050349
Cassava___bacterial_blight_10.jpg,Cassava___bacterial_blight,279.43042568897636,389.1842643685288,183.92273622047247,330.47089094178193,0.30546427415295374,0.3054755548431359,0.3527786850574446,0.3112822117292526,9.247354822834644,11.048360096720195,7.250369094488191,10.42228284456569,8.421903693056622,8.49574604108508,8.203805982048696,8.4622016565018,0.0005149805831838227,0.0005420984243915293,0.0006654701419754406,0.0005753568454250803,0.02269318362821362,0.023283007202497045,0.02579670796779001,0.02398659720396122,0.9418859767086677,0.9189266869882725,0.961904762965302,0.931157166276613
